Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       3/10          CAppMain::getConfigPtr() [32]
                0.00    0.00       3/3           CCfgConfig::getHostServerPtr() [48]
                0.00    0.00       3/230         warnMsg(int, char const*, char const*, char const*) [18]
-----------------------------------------------
                0.00    0.00       2/2           cmd_listener_run(void*) [185]
[50]     0.0    0.00    0.00       2         memNCpyUtil(unsigned char*, unsigned char*, int) [50]
-----------------------------------------------
                0.00    0.00       1/2           CCfgConfigTag::terminate() [107]
                0.00    0.00       1/2           CCfgConfig::terminate() [71]
[51]     0.0    0.00    0.00       2         freeDataArray(void*) [51]
-----------------------------------------------
                0.00    0.00       1/2           CCmdListener::sendDataMessageToListener(unsigned char*, int) [98]
                0.00    0.00       1/2           cmd_listener_run(void*) [185]
[52]     0.0    0.00    0.00       2         CCfgConfig::getListenerPtr() [52]
-----------------------------------------------
                0.00    0.00       1/2           CCmdListener::sendDataMessageToListener(unsigned char*, int) [98]
                0.00    0.00       1/2           cmd_listener_run(void*) [185]
[53]     0.0    0.00    0.00       2         CCfgListener::getInPort() [53]
-----------------------------------------------
                0.00    0.00       1/2           CCmdListener::sendDataMessageToListener(unsigned char*, int) [98]
                0.00    0.00       1/2           cmd_listener_run(void*) [185]
[54]     0.0    0.00    0.00       2         CCfgListener::getIpAddr() [54]
-----------------------------------------------
                0.00    0.00       2/2           cmd_listener_run(void*) [185]
[55]     0.0    0.00    0.00       2         CCmdListener::setRunning(int) [55]
-----------------------------------------------
                0.00    0.00       1/2           CCmdListener::~CCmdListener() [281]
                0.00    0.00       1/2           main [13]
[56]     0.0    0.00    0.00       2         CCmdListener::stop() [56]
                0.00    0.00       2/5           CCmdListener::isRunning() [41]
                0.00    0.00       1/1           CCmdListener::sendStringMessageToListener(char*) [99]
-----------------------------------------------
                0.00    0.00       2/2           cmd_listener_run(void*) [185]
[57]     0.0    0.00    0.00       2         CCmdListener::getInPort() [57]
-----------------------------------------------
                0.00    0.00       2/2           CAppMain::initSequences(int) [126]
[58]     0.0    0.00    0.00       2         CSequence::debug(int, char const*, char const*) [58]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [429]
[59]     0.0    0.00    0.00       1         _GLOBAL__sub_I_gAppMain [59]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [65]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [429]
[60]     0.0    0.00    0.00       1         _GLOBAL__sub_I_gCmdListener [60]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [66]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[61]     0.0    0.00    0.00       1         showParams(cmdline_struct*) [61]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[62]     0.0    0.00    0.00       1         parserParams(int, char**, cmdline_struct*) [62]
                0.00    0.00      18/19          strNCmpUtil(char*, char*, int) [29]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
-----------------------------------------------
                0.00    0.00       1/1           CCfgContext::initDefaults() [74]
[63]     0.0    0.00    0.00       1         getLocalTimeStr(char*) [63]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[64]     0.0    0.00    0.00       1         showHeaderMessage() [64]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_gAppMain [59]
[65]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [65]
                0.00    0.00       1/1           CAppMain::CAppMain() [137]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_gCmdListener [60]
[66]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [66]
                0.00    0.00       1/1           CCmdListener::CCmdListener() [103]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initConfig(char*) [124]
[67]     0.0    0.00    0.00       1         CCfgConfig::loadConfig(char*) [67]
                0.00    0.00       5/5           CCfgRemoteUnit::loadConfig(int, CCfgConfigTag*) [42]
                0.00    0.00       1/1           CAppMain::getContextPtr() [125]
                0.00    0.00       1/1           CCfgConfigTag::loadConfigTagsValue(char*) [105]
                0.00    0.00       1/65          CCfgConfigTag::findConfigTagByName(char*) [25]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/1           CCfgHostServer::loadConfig(CCfgConfigTag*) [110]
                0.00    0.00       1/1           CCfgHostServer::getName() [113]
                0.00    0.00       1/1           CCfgContext::resetDataLocation(char*) [75]
                0.00    0.00       1/1           CCfgListener::loadConfig(CCfgConfigTag*) [83]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::remoteBenchmark2() [139]
[68]     0.0    0.00    0.00       1         CCfgConfig::getCurrNumRemoteUnits() [68]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int) [72]
[69]     0.0    0.00    0.00       1         CCfgConfig::init(int) [69]
                0.00    0.00       1/6           allocDataArray(int, int) [36]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initConfig(char*) [124]
[70]     0.0    0.00    0.00       1         CCfgConfig::debug(int, char const*, char const*) [70]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [73]
[71]     0.0    0.00    0.00       1         CCfgConfig::terminate() [71]
                0.00    0.00       1/2           freeDataArray(void*) [51]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initConfig(char*) [124]
[72]     0.0    0.00    0.00       1         CCfgConfig::CCfgConfig(int) [72]
                0.00    0.00       1/1           CCfgConfigTag::CCfgConfigTag() [108]
                0.00    0.00       1/1           CCfgHostServer::CCfgHostServer() [115]
                0.00    0.00       1/1           CCfgListener::CCfgListener() [87]
                0.00    0.00       1/1           CCfgConfig::init(int) [69]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminateConfig() [129]
[73]     0.0    0.00    0.00       1         CCfgConfig::~CCfgConfig() [73]
                0.00    0.00       1/1           CCfgConfig::terminate() [71]
                0.00    0.00       1/1           CCfgListener::~CCfgListener() [88]
                0.00    0.00       1/1           CCfgHostServer::~CCfgHostServer() [116]
                0.00    0.00       1/1           CCfgConfigTag::~CCfgConfigTag() [109]
-----------------------------------------------
                0.00    0.00       1/1           CCfgContext::CCfgContext() [76]
[74]     0.0    0.00    0.00       1         CCfgContext::initDefaults() [74]
                0.00    0.00      11/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       9/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       7/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           getLocalTimeStr(char*) [63]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [67]
[75]     0.0    0.00    0.00       1         CCfgContext::resetDataLocation(char*) [75]
                0.00    0.00       3/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/230         warnMsg(int, char const*, char const*, char const*) [18]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initConfig(char*) [124]
[76]     0.0    0.00    0.00       1         CCfgContext::CCfgContext() [76]
                0.00    0.00       1/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/1           CCfgContext::initDefaults() [74]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminateConfig() [129]
[77]     0.0    0.00    0.00       1         CCfgContext::~CCfgContext() [77]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initTablespace(int) [127]
[78]     0.0    0.00    0.00       1         CTableSpace::debug(int, char const*, char const*) [78]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initTablespace(int) [127]
[79]     0.0    0.00    0.00       1         CTableSpace::loadFile(char*) [79]
                0.00    0.00       1/9           openFileUtil(_IO_FILE**, char const*, char const*, long) [33]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminateTablespace() [132]
[80]     0.0    0.00    0.00       1         CTableSpace::saveFile(char*) [80]
                0.00    0.00       2/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/9           openFileUtil(_IO_FILE**, char const*, char const*, long) [33]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initTablespace(int) [127]
[81]     0.0    0.00    0.00       1         CTableSpace::CTableSpace(int) [81]
                0.00    0.00       1/6           allocDataArray(int, int) [36]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [185]
[82]     0.0    0.00    0.00       1         CCfgListener::getOutPort() [82]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [67]
[83]     0.0    0.00    0.00       1         CCfgListener::loadConfig(CCfgConfigTag*) [83]
                0.00    0.00       3/65          CCfgConfigTag::findConfigTagByName(char*) [25]
-----------------------------------------------
                0.00    0.00       1/1           CCfgListener::init() [85]
[84]     0.0    0.00    0.00       1         CCfgListener::initDefaults() [84]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
-----------------------------------------------
                0.00    0.00       1/1           CCfgListener::CCfgListener() [87]
[85]     0.0    0.00    0.00       1         CCfgListener::init() [85]
                0.00    0.00       1/1           CCfgListener::initDefaults() [84]
-----------------------------------------------
                0.00    0.00       1/1           CCfgListener::~CCfgListener() [88]
[86]     0.0    0.00    0.00       1         CCfgListener::terminate() [86]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int) [72]
[87]     0.0    0.00    0.00       1         CCfgListener::CCfgListener() [87]
                0.00    0.00       1/1           CCfgListener::init() [85]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [73]
[88]     0.0    0.00    0.00       1         CCfgListener::~CCfgListener() [88]
                0.00    0.00       1/1           CCfgListener::terminate() [86]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::testTerminateRemoteUnit(CCfgRemoteUnit*) [141]
[89]     0.0    0.00    0.00       1         CCmdDispatch::serverTerminate(CCfgRemoteUnit*) [89]
                0.00    0.00       1/8           CCfgRemoteUnit::getOid() [35]
                0.00    0.00       1/4           CCmdListener::sendStringMessageToRemoteUnit(long, char*) [45]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::testMkDir(CCfgRemoteUnit*, long, long) [142]
[90]     0.0    0.00    0.00       1         CCmdDispatch::doActionTS1MkDir(CCfgRemoteUnit*, long, long) [90]
                0.00    0.00       1/8           CCfgRemoteUnit::getOid() [35]
                0.00    0.00       1/4           CCmdListener::sendStringMessageToRemoteUnit(long, char*) [45]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::testUpload(CCfgRemoteUnit*, long, long) [138]
[91]     0.0    0.00    0.00       1         CCmdDispatch::doActionTS1Upload(CCfgRemoteUnit*, long, long) [91]
                0.00    0.00       1/8           CCfgRemoteUnit::getOid() [35]
                0.00    0.00       1/4           CCmdListener::sendStringMessageToRemoteUnit(long, char*) [45]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::testDownloadAndProcess(CCfgRemoteUnit*, long, long, long) [140]
[92]     0.0    0.00    0.00       1         CCmdDispatch::doActionTS1DownloadAndProcess(CCfgRemoteUnit*, long, long, long) [92]
                0.00    0.00       1/8           CCfgRemoteUnit::getOid() [35]
                0.00    0.00       1/4           CCmdListener::sendStringMessageToRemoteUnit(long, char*) [45]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::CCmdTest() [143]
[93]     0.0    0.00    0.00       1         CCmdDispatch::CCmdDispatch(char*) [93]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/230         warnMsg(int, char const*, char const*, char const*) [18]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [185]
[94]     0.0    0.00    0.00       1         CCmdListener::setOutPort(long) [94]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[95]     0.0    0.00    0.00       1         CCmdListener::remoteExec2() [95]
                0.00    0.00       1/1           CCmdTest::CCmdTest() [143]
                0.00    0.00       1/1           CCmdTest::remoteBenchmark2() [139]
                0.00    0.00       1/1           CCmdTest::~CCmdTest() [144]
-----------------------------------------------
                0.00    0.00       1/1           CCmdListener::CCmdListener() [103]
[96]     0.0    0.00    0.00       1         CCmdListener::resetAllConnections() [96]
                0.00    0.00      40/40          CCmdListener::resetConnection(connection_struct*) [26]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [185]
[97]     0.0    0.00    0.00       1         CCmdListener::getAvailableConnection() [97]
-----------------------------------------------
                0.00    0.00       1/1           CCmdListener::sendStringMessageToListener(char*) [99]
[98]     0.0    0.00    0.00       1         CCmdListener::sendDataMessageToListener(unsigned char*, int) [98]
                0.00    0.00       1/10          CAppMain::getConfigPtr() [32]
                0.00    0.00       1/2           CCfgConfig::getListenerPtr() [52]
                0.00    0.00       1/2           CCfgListener::getInPort() [53]
                0.00    0.00       1/2           CCfgListener::getIpAddr() [54]
                0.00    0.00       1/5           CCmdListener::sendDataMessageToAny(char*, int, unsigned char*, int) [39]
-----------------------------------------------
                0.00    0.00       1/1           CCmdListener::stop() [56]
[99]     0.0    0.00    0.00       1         CCmdListener::sendStringMessageToListener(char*) [99]
                0.00    0.00       1/1           CCmdListener::sendDataMessageToListener(unsigned char*, int) [98]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[100]    0.0    0.00    0.00       1         CCmdListener::start() [100]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [185]
[101]    0.0    0.00    0.00       1         CCmdListener::setInPort(long) [101]
-----------------------------------------------
                0.00    0.00       1/1           cmd_listener_run(void*) [185]
[102]    0.0    0.00    0.00       1         CCmdListener::setIpAddr(char*) [102]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [66]
[103]    0.0    0.00    0.00       1         CCmdListener::CCmdListener() [103]
                0.00    0.00       1/1           CCmdListener::resetAllConnections() [96]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfigTag::init(int, char*) [106]
[104]    0.0    0.00    0.00       1         CCfgConfigTag::buildConfigTags() [104]
                0.00    0.00     199/199         CCfgConfigTag::addNewConfigTag(int, int, char*) [21]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [67]
[105]    0.0    0.00    0.00       1         CCfgConfigTag::loadConfigTagsValue(char*) [105]
                0.00    0.00     140/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00     140/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00      83/83          strRemoveEolUtil(char*, int) [23]
                0.00    0.00      70/70          CCfgConfigTag::setConfigTagValue(char*, char*) [24]
                0.00    0.00       1/9           openFileUtil(_IO_FILE**, char const*, char const*, long) [33]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfigTag::CCfgConfigTag() [108]
[106]    0.0    0.00    0.00       1         CCfgConfigTag::init(int, char*) [106]
                0.00    0.00       1/6           allocDataArray(int, int) [36]
                0.00    0.00       1/1           CCfgConfigTag::buildConfigTags() [104]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfigTag::~CCfgConfigTag() [109]
[107]    0.0    0.00    0.00       1         CCfgConfigTag::terminate() [107]
                0.00    0.00       1/2           freeDataArray(void*) [51]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int) [72]
[108]    0.0    0.00    0.00       1         CCfgConfigTag::CCfgConfigTag() [108]
                0.00    0.00       1/1           CCfgConfigTag::init(int, char*) [106]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [73]
[109]    0.0    0.00    0.00       1         CCfgConfigTag::~CCfgConfigTag() [109]
                0.00    0.00       1/1           CCfgConfigTag::terminate() [107]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [67]
[110]    0.0    0.00    0.00       1         CCfgHostServer::loadConfig(CCfgConfigTag*) [110]
                0.00    0.00       6/65          CCfgConfigTag::findConfigTagByName(char*) [25]
                0.00    0.00       3/240         strNCpyUtil(char*, char*, int) [17]
-----------------------------------------------
                0.00    0.00       1/1           CCfgHostServer::init() [112]
[111]    0.0    0.00    0.00       1         CCfgHostServer::initDefaults() [111]
                0.00    0.00       3/240         strNCpyUtil(char*, char*, int) [17]
-----------------------------------------------
                0.00    0.00       1/1           CCfgHostServer::CCfgHostServer() [115]
[112]    0.0    0.00    0.00       1         CCfgHostServer::init() [112]
                0.00    0.00       1/1           CCfgHostServer::initDefaults() [111]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [67]
[113]    0.0    0.00    0.00       1         CCfgHostServer::getName() [113]
-----------------------------------------------
                0.00    0.00       1/1           CCfgHostServer::~CCfgHostServer() [116]
[114]    0.0    0.00    0.00       1         CCfgHostServer::terminate() [114]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int) [72]
[115]    0.0    0.00    0.00       1         CCfgHostServer::CCfgHostServer() [115]
                0.00    0.00       1/1           CCfgHostServer::init() [112]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [73]
[116]    0.0    0.00    0.00       1         CCfgHostServer::~CCfgHostServer() [116]
                0.00    0.00       1/1           CCfgHostServer::terminate() [114]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initTableMetadata() [130]
[117]    0.0    0.00    0.00       1         CTableMetadata::loadFile(char*) [117]
                0.00    0.00       1/9           openFileUtil(_IO_FILE**, char const*, char const*, long) [33]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminateTableMetadata() [133]
[118]    0.0    0.00    0.00       1         CTableMetadata::saveFile(char*) [118]
                0.00    0.00       6/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/9           openFileUtil(_IO_FILE**, char const*, char const*, long) [33]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initTableMetadata() [130]
[119]    0.0    0.00    0.00       1         CTableMetadata::CTableMetadata(int) [119]
                0.00    0.00       1/6           allocDataArray(int, int) [36]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initUsers(int) [135]
[120]    0.0    0.00    0.00       1         CUsers::debug(int, char const*, char const*) [120]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initUsers(int) [135]
[121]    0.0    0.00    0.00       1         CUsers::loadFile(char*) [121]
                0.00    0.00       1/9           openFileUtil(_IO_FILE**, char const*, char const*, long) [33]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminateUsers() [128]
[122]    0.0    0.00    0.00       1         CUsers::saveFile(char*) [122]
                0.00    0.00       5/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/9           openFileUtil(_IO_FILE**, char const*, char const*, long) [33]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::initUsers(int) [135]
[123]    0.0    0.00    0.00       1         CUsers::CUsers(int) [123]
                0.00    0.00       1/6           allocDataArray(int, int) [36]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [134]
[124]    0.0    0.00    0.00       1         CAppMain::initConfig(char*) [124]
                0.00    0.00       2/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/1           CCfgContext::CCfgContext() [76]
                0.00    0.00       1/1           CCfgConfig::CCfgConfig(int) [72]
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [67]
                0.00    0.00       1/1           CCfgConfig::debug(int, char const*, char const*) [70]
-----------------------------------------------
                0.00    0.00       1/1           CCfgConfig::loadConfig(char*) [67]
[125]    0.0    0.00    0.00       1         CAppMain::getContextPtr() [125]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [134]
[126]    0.0    0.00    0.00       1         CAppMain::initSequences(int) [126]
                0.00    0.00       7/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       2/2           CSequence::debug(int, char const*, char const*) [58]
                0.00    0.00       1/1           CSequence::CSequence(int) [147]
                0.00    0.00       1/10          errMsgIfNull(char const*, char const*, char const*, void*) [31]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CSequence::loadFile(char*) [145]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [134]
[127]    0.0    0.00    0.00       1         CAppMain::initTablespace(int) [127]
                0.00    0.00       5/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/1           CTableSpace::CTableSpace(int) [81]
                0.00    0.00       1/10          errMsgIfNull(char const*, char const*, char const*, void*) [31]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CTableSpace::loadFile(char*) [79]
                0.00    0.00       1/1           CTableSpace::debug(int, char const*, char const*) [78]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [136]
[128]    0.0    0.00    0.00       1         CAppMain::terminateUsers() [128]
                0.00    0.00       4/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CUsers::saveFile(char*) [122]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [136]
[129]    0.0    0.00    0.00       1         CAppMain::terminateConfig() [129]
                0.00    0.00       1/1           CCfgConfig::~CCfgConfig() [73]
                0.00    0.00       1/1           CCfgContext::~CCfgContext() [77]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [134]
[130]    0.0    0.00    0.00       1         CAppMain::initTableMetadata() [130]
                0.00    0.00       4/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/1           CTableMetadata::CTableMetadata(int) [119]
                0.00    0.00       1/10          errMsgIfNull(char const*, char const*, char const*, void*) [31]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CTableMetadata::loadFile(char*) [117]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [136]
[131]    0.0    0.00    0.00       1         CAppMain::terminateSequences() [131]
                0.00    0.00       4/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CSequence::saveFile(char*) [146]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [136]
[132]    0.0    0.00    0.00       1         CAppMain::terminateTablespace() [132]
                0.00    0.00       4/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CTableSpace::saveFile(char*) [80]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::terminate() [136]
[133]    0.0    0.00    0.00       1         CAppMain::terminateTableMetadata() [133]
                0.00    0.00       4/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CTableMetadata::saveFile(char*) [118]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[134]    0.0    0.00    0.00       1         CAppMain::init(int, char*) [134]
                0.00    0.00       1/1           CAppMain::initConfig(char*) [124]
                0.00    0.00       1/1           CAppMain::initSequences(int) [126]
                0.00    0.00       1/1           CAppMain::initUsers(int) [135]
                0.00    0.00       1/1           CAppMain::initTablespace(int) [127]
                0.00    0.00       1/1           CAppMain::initTableMetadata() [130]
-----------------------------------------------
                0.00    0.00       1/1           CAppMain::init(int, char*) [134]
[135]    0.0    0.00    0.00       1         CAppMain::initUsers(int) [135]
                0.00    0.00       4/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/1           CUsers::CUsers(int) [123]
                0.00    0.00       1/10          errMsgIfNull(char const*, char const*, char const*, void*) [31]
                0.00    0.00       1/8           CCfgContext::getDataDir() [34]
                0.00    0.00       1/240         strNCpyUtil(char*, char*, int) [17]
                0.00    0.00       1/18          strNCatUtil(char*, char*, int) [30]
                0.00    0.00       1/1           CUsers::loadFile(char*) [121]
                0.00    0.00       1/1           CUsers::debug(int, char const*, char const*) [120]
-----------------------------------------------
                0.00    0.00       1/1           main [13]
[136]    0.0    0.00    0.00       1         CAppMain::terminate() [136]
                0.00    0.00       1/1           CAppMain::terminateTableMetadata() [133]
                0.00    0.00       1/1           CAppMain::terminateTablespace() [132]
                0.00    0.00       1/1           CAppMain::terminateUsers() [128]
                0.00    0.00       1/1           CAppMain::terminateSequences() [131]
                0.00    0.00       1/1           CAppMain::terminateConfig() [129]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [65]
[137]    0.0    0.00    0.00       1         CAppMain::CAppMain() [137]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::remoteBenchmark2() [139]
[138]    0.0    0.00    0.00       1         CCmdTest::testUpload(CCfgRemoteUnit*, long, long) [138]
                0.00    0.00       2/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/1           CCmdDispatch::doActionTS1Upload(CCfgRemoteUnit*, long, long) [91]
-----------------------------------------------
                0.00    0.00       1/1           CCmdListener::remoteExec2() [95]
[139]    0.0    0.00    0.00       1         CCmdTest::remoteBenchmark2() [139]
                0.00    0.00      25/25          CCfgConfig::getRemoteUnitAtPtr(int) [27]
                0.00    0.00      25/25          CCfgRemoteUnit::getEnabled() [28]
                0.00    0.00       4/5           showMessage(char const*, long) [38]
                0.00    0.00       3/3           CCmdTest::waitMessage(int) [49]
                0.00    0.00       1/10          CAppMain::getConfigPtr() [32]
                0.00    0.00       1/1           CCfgConfig::getCurrNumRemoteUnits() [68]
                0.00    0.00       1/1           CCmdTest::testMkDir(CCfgRemoteUnit*, long, long) [142]
                0.00    0.00       1/1           CCmdTest::testUpload(CCfgRemoteUnit*, long, long) [138]
                0.00    0.00       1/1           CCmdTest::testDownloadAndProcess(CCfgRemoteUnit*, long, long, long) [140]
                0.00    0.00       1/1           CCmdTest::testTerminateRemoteUnit(CCfgRemoteUnit*) [141]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::remoteBenchmark2() [139]
[140]    0.0    0.00    0.00       1         CCmdTest::testDownloadAndProcess(CCfgRemoteUnit*, long, long, long) [140]
                0.00    0.00       2/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/1           CCmdDispatch::doActionTS1DownloadAndProcess(CCfgRemoteUnit*, long, long, long) [92]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::remoteBenchmark2() [139]
[141]    0.0    0.00    0.00       1         CCmdTest::testTerminateRemoteUnit(CCfgRemoteUnit*) [141]
                0.00    0.00       2/230         warnMsg(int, char const*, char const*, char const*) [18]
                0.00    0.00       1/1           CCmdDispatch::serverTerminate(CCfgRemoteUnit*) [89]
-----------------------------------------------
                0.00    0.00       1/1           CCmdTest::remoteBenchmark2() [139]
