Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.10       2/2           CDataTable::findAllByClassifScoreList(data_table_struct**, long*, double*, long, long, long) [16]
                0.00    0.00     390/390         CAppExec::addDataHist(double) [73]
                0.00    0.00       6/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       2/2           CAppMain::getDataTablePtr(char*) [218]
                0.00    0.00       2/4           CDataTable::getDataTableName() [144]
                0.00    0.00       2/2           CAppExec::initDataHist() [214]
                0.00    0.00       2/2           CAppExec::debugDataHist(char*) [215]
-----------------------------------------------
                0.00    0.05       1/1           CCmdExec::doExec() [6]
[18]     0.2    0.00    0.05       1         CCmdExec::doCmdActionTSnUpload(char*, double*, long, long, long) [18]
                0.00    0.05       1/2           CAppExec::execTSn_TBLPATSAND(data_table_struct**, long*, double*, long, long, long) [17]
                0.00    0.00       1/1           CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
                0.00    0.00       6/993         strSetEmptyUtil(char*) [68]
                0.00    0.00       4/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       2/66487       getCurrentTimestamp() [58]
                0.00    0.00       2/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/2           CAppExec::CAppExec() [216]
                0.00    0.00       1/89          freeDataArray(void*) [81]
                0.00    0.00       1/3           CCmdResponse::doResponseSuccess(char*) [186]
                0.00    0.00       1/2           CAppExec::~CAppExec() [217]
-----------------------------------------------
                0.00    0.00      10/44303       CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
                0.00    0.02   22112/44303       CDskSuperBlockMan::findFirstFreeSuperBlock(long, long, long, long, long, long, dsk_superblock_struct**, long*) [11]
                0.00    0.02   22181/44303       CDskBlockMan::findFirstFreeBlock(long, long, dsk_block_struct**, long*, long*) [14]
[19]     0.1    0.00    0.04   44303         CSequence::nextVal(char*) [19]
                0.00    0.04   44281/44281       CSequence::findItem(char*, sequence_struct**) [20]
                0.00    0.00   44284/66487       getCurrentTimestamp() [58]
-----------------------------------------------
                0.00    0.04   44281/44281       CSequence::nextVal(char*) [19]
[20]     0.1    0.00    0.04   44281         CSequence::findItem(char*, sequence_struct**) [20]
                0.03    0.00   44228/44238       getHash(char*) [21]
                0.01    0.00  243725/243725      CSequence::debugEntry(int, char const*, char const*, sequence_struct*) [28]
                0.00    0.00   88617/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00   44272/44424       strNCmpUtil(char*, char*, int) [62]
-----------------------------------------------
                0.00    0.00      10/44238       CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
                0.03    0.00   44228/44238       CSequence::findItem(char*, sequence_struct**) [20]
[21]     0.1    0.03    0.00   44238         getHash(char*) [21]
-----------------------------------------------
                0.00    0.00       3/43          cmd_listener_exec(void*) [5]
                0.00    0.02      40/43          CCmdListener::resetAllConnections() [25]
[22]     0.1    0.00    0.02      43         CCmdListener::resetConnection(connection_struct*) [22]
                0.02    0.00      86/44410       memSetNullUtil(unsigned char*, int) [4]
-----------------------------------------------
                0.00    0.02       1/1           __libc_csu_init [27]
[23]     0.1    0.00    0.02       1         _GLOBAL__sub_I_gCmdListener [23]
                0.00    0.02       1/1           __static_initialization_and_destruction_0(int, int) [24]
-----------------------------------------------
                0.00    0.02       1/1           _GLOBAL__sub_I_gCmdListener [23]
[24]     0.1    0.00    0.02       1         __static_initialization_and_destruction_0(int, int) [24]
                0.00    0.02       1/1           CCmdListener::CCmdListener() [26]
-----------------------------------------------
                0.00    0.02       1/1           CCmdListener::CCmdListener() [26]
[25]     0.1    0.00    0.02       1         CCmdListener::resetAllConnections() [25]
                0.00    0.02      40/43          CCmdListener::resetConnection(connection_struct*) [22]
-----------------------------------------------
                0.00    0.02       1/1           __static_initialization_and_destruction_0(int, int) [24]
[26]     0.1    0.00    0.02       1         CCmdListener::CCmdListener() [26]
                0.00    0.02       1/1           CCmdListener::resetAllConnections() [25]
-----------------------------------------------
                                                 <spontaneous>
[27]     0.1    0.00    0.02                 __libc_csu_init [27]
                0.00    0.02       1/1           _GLOBAL__sub_I_gCmdListener [23]
                0.00    0.00       1/1           _GLOBAL__sub_I_gExtSched [226]
                0.00    0.00       1/1           _GLOBAL__sub_I_gAppMain [225]
-----------------------------------------------
                0.01    0.00  243725/243725      CSequence::findItem(char*, sequence_struct**) [20]
[28]     0.0    0.01    0.00  243725         CSequence::debugEntry(int, char const*, char const*, sequence_struct*) [28]
-----------------------------------------------
                0.01    0.00      15/15          CDskSuperBlockMan::findAllByPathOidAndDiskDev(long, long, dsk_superblock_struct**, long*) [9]
[29]     0.0    0.01    0.00      15         CDskSuperBlockMan::countItemsByPathOidAndDiskDev(long, long, long*) [29]
-----------------------------------------------
                0.00    0.00       3/8           CDskDiskMan::testDiskMan_MakeDir(long*, long) [37]
                0.00    0.00       5/8           CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
[30]     0.0    0.00    0.01       8         CDskDiskMan::showListDir(long, long, long) [30]
                0.00    0.01       8/8           CDskDiskMan::doListDir(dsk_path_struct**, long*, long, long) [31]
                0.00    0.00       8/12          CDskPathMan::findItem(long, dsk_path_struct**) [109]
                0.00    0.00       8/89          freeDataArray(void*) [81]
                0.00    0.00       8/9           showMessage(char const*, long) [117]
-----------------------------------------------
                0.00    0.01       8/8           CDskDiskMan::showListDir(long, long, long) [30]
[31]     0.0    0.00    0.01       8         CDskDiskMan::doListDir(dsk_path_struct**, long*, long, long) [31]
                0.00    0.01       8/8           CDskPathMan::findAllChildByPathParent(dsk_path_struct**, long*, long, long) [32]
-----------------------------------------------
                0.00    0.01       8/8           CDskDiskMan::doListDir(dsk_path_struct**, long*, long, long) [31]
[32]     0.0    0.00    0.01       8         CDskPathMan::findAllChildByPathParent(dsk_path_struct**, long*, long, long) [32]
                0.01    0.00      20/66988       memNCpyUtil(unsigned char*, unsigned char*, int) [1]
                0.00    0.00      20/40          CDskPathMan::debugEntry(int, char const*, char const*, dsk_path_struct*) [84]
                0.00    0.00       8/8           CDskPathMan::getNumEntriesByPathParent(long*, long, long) [118]
                0.00    0.00       8/115         allocDataArray(int, int) [80]
-----------------------------------------------
                                                 <spontaneous>
[33]     0.0    0.00    0.00                 cmd_listener_run(void*) [33]
                0.00    0.00       9/44410       memSetNullUtil(unsigned char*, int) [4]
                0.00    0.00       8/66988       memNCpyUtil(unsigned char*, unsigned char*, int) [1]
                0.00    0.00       5/6           CCmdListener::isRunning() [125]
                0.00    0.00       4/4           CCmdListener::getAvailableConnection() [147]
                0.00    0.00       4/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       4/44424       strNCmpUtil(char*, char*, int) [62]
                0.00    0.00       2/2           CCmdListener::setRunning(int) [209]
                0.00    0.00       2/2           CCmdListener::getInPort() [211]
                0.00    0.00       1/22          CAppMain::getConfigPtr() [89]
                0.00    0.00       1/18          CCfgConfig::getCurrRemoteUnitPtr() [92]
                0.00    0.00       1/2           CCfgRemoteUnit::getIpAddr() [213]
                0.00    0.00       1/1           CCmdListener::setIpAddr(char*) [280]
                0.00    0.00       1/2           CCfgRemoteUnit::getInPort() [212]
                0.00    0.00       1/1           CCmdListener::setInPort(long) [279]
                0.00    0.00       1/1           CCfgRemoteUnit::getOutPort() [302]
                0.00    0.00       1/1           CCmdListener::setOutPort(long) [275]
                0.00    0.00       1/620905      warnMsg(int, char const*, char const*, char const*) [57]
-----------------------------------------------
                0.00    0.00       1/1           CCmdExec::doCmdActionTSnUpload(char*, double*, long, long, long) [18]
[34]     0.0    0.00    0.00       1         CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
                0.00    0.00       5/8           CDskDiskMan::showListDir(long, long, long) [30]
                0.00    0.00       5/11          CAppExec::execIMG_TBLIMGRIO(long, image_table_struct*) [36]
                0.00    0.00       5/5           CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
                0.00    0.00      15/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       5/5           CCfgContext::getImgSrcDir() [136]
                0.00    0.00       5/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       5/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       5/21          CDskPathMan::findItem(long, char*, dsk_path_struct**) [91]
                0.00    0.00       5/5           readFileUtil(char const*, unsigned char**, long*) [128]
                0.00    0.00       5/15          CDskPathMan::debug(int, char const*, char const*) [102]
                0.00    0.00       5/12          freeData(void*) [106]
                0.00    0.00       1/22          CAppMain::getContextPtr() [90]
                0.00    0.00       1/3           CAppMain::getDiskManPtr() [201]
                0.00    0.00       1/2           CDskDiskMan::getPathMan() [207]
                0.00    0.00       1/2           CDskDiskMan::getCurrDir() [206]
-----------------------------------------------
                0.00    0.00      11/11          CAppExec::execIMG_TBLIMGRIO(long, image_table_struct*) [36]
[35]     0.0    0.00    0.00      11         CImageTable::findItem(long, image_table_struct*) [35]
                0.00    0.00      11/66988       memNCpyUtil(unsigned char*, unsigned char*, int) [1]
                0.00    0.00      11/11          CImageTable::debugEntry(int, char const*, char const*, image_table_struct*) [112]
-----------------------------------------------
                0.00    0.00       5/11          CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
                0.00    0.00       6/11          CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[36]     0.0    0.00    0.00      11         CAppExec::execIMG_TBLIMGRIO(long, image_table_struct*) [36]
                0.00    0.00      11/11          CImageTable::findItem(long, image_table_struct*) [35]
                0.00    0.00      33/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00      11/11          CAppMain::getImageTablePtr(char*) [113]
                0.00    0.00      11/22          CImageTable::getImageTableName() [88]
-----------------------------------------------
                0.00    0.00       1/1           CCmdExec::doCmdActionTSnMkDir(char*, double*, long, long, long) [38]
[37]     0.0    0.00    0.00       1         CDskDiskMan::testDiskMan_MakeDir(long*, long) [37]
                0.00    0.00       3/8           CDskDiskMan::showListDir(long, long, long) [30]
                0.00    0.00       5/5           CDskDiskMan::doMakeDir(long, long, char*, long*) [42]
                0.00    0.00       5/15          CDskPathMan::debug(int, char const*, char const*) [102]
-----------------------------------------------
                0.00    0.00       1/1           CCmdExec::doExec() [6]
[38]     0.0    0.00    0.00       1         CCmdExec::doCmdActionTSnMkDir(char*, double*, long, long, long) [38]
                0.00    0.00       1/1           CDskDiskMan::testDiskMan_MakeDir(long*, long) [37]
                0.00    0.00       6/993         strSetEmptyUtil(char*) [68]
                0.00    0.00       4/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       2/66487       getCurrentTimestamp() [58]
                0.00    0.00       2/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00       1/3           CAppMain::getDiskManPtr() [201]
                0.00    0.00       1/1           CDskDiskMan::doChDir(long) [253]
                0.00    0.00       1/3           CCmdResponse::doResponseSuccess(char*) [186]
-----------------------------------------------
                0.00    0.00       5/5           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[39]     0.0    0.00    0.00       5         CDskShMem::newShMemObjectForWrite(char*, unsigned char*, long) [39]
                0.00    0.00       5/66988       memNCpyUtil(unsigned char*, unsigned char*, int) [1]
                0.00    0.00       5/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       5/10          CDskDiskMan::doMakeDir(long, long, char*, long*) [42]
                0.00    0.00       5/10          CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
[40]     0.0    0.00    0.00      10         CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
                0.00    0.00      10/44303       CSequence::nextVal(char*) [19]
                0.00    0.00      10/44238       getHash(char*) [21]
                0.00    0.00      10/44341       CAppMain::getSequencePtr() [63]
                0.00    0.00      10/66487       getCurrentTimestamp() [58]
                0.00    0.00      10/21          CDskPathMan::findItem(long, char*, dsk_path_struct**) [91]
                0.00    0.00      10/10          CDskPathMan::setItemData(dsk_path_struct**, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, char*, char*, char*) [114]
-----------------------------------------------
                0.00    0.00       5/5           CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
[41]     0.0    0.00    0.00       5         CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
                0.00    0.00       5/10          CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
                0.00    0.00      15/30          CDskDiskGroup::getDiskDevAtPtr(int) [85]
                0.00    0.00      15/15          CDskDiskManExec::addWriteThread(void*, void*, void*, long, long, long, long, long, long, long, unsigned char*, long) [104]
                0.00    0.00       5/22          CAppMain::getConfigPtr() [89]
                0.00    0.00       5/18          CCfgConfig::getCurrRemoteUnitPtr() [92]
                0.00    0.00       5/5           CDskDiskMan::getDiskGroupAtPtr(long) [138]
                0.00    0.00       5/22159       CDskDiskGroup::getOid() [65]
                0.00    0.00       5/5           CDskDiskGroup::getCurrNumDiskDev() [139]
                0.00    0.00       5/66487       getCurrentTimestamp() [58]
                0.00    0.00       5/5           getFileExt(char*, int, char*, int) [127]
                0.00    0.00       5/10          CDskDiskManExec::waitThreadGroup(long, long) [115]
                0.00    0.00       5/10          CDskDiskManExec::resetAllThreadsByGroup(long) [116]
-----------------------------------------------
                0.00    0.00       5/5           CDskDiskMan::testDiskMan_MakeDir(long*, long) [37]
[42]     0.0    0.00    0.00       5         CDskDiskMan::doMakeDir(long, long, char*, long*) [42]
                0.00    0.00       5/10          CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
                0.00    0.00       4/12          CDskPathMan::findItem(long, dsk_path_struct**) [109]
-----------------------------------------------
                0.00    0.00       1/620905      CCfgContext::CCfgContext() [248]
                0.00    0.00       1/620905      CDskSuperBlockMan::init(int, char*, char*) [316]
                0.00    0.00       1/620905      CDskSuperBlockMan::loadFile(char*) [317]
                0.00    0.00       1/620905      CTableSpace::saveFile(char*) [271]
                0.00    0.00       1/620905      CCmdDispatch::CCmdDispatch(char*) [273]
                0.00    0.00       1/620905      cmd_listener_run(void*) [33]
                0.00    0.00       2/620905      CAppMain::initConfig(char*) [322]
                0.00    0.00       3/620905      CDskBlockMan::init(int, char*, char*) [190]
                0.00    0.00       3/620905      CDskBlockMan::loadFile(char*) [191]
                0.00    0.00       4/620905      CAppMain::initTableMetadata() [329]
                0.00    0.00       4/620905      CAppMain::terminateSequences() [331]
                0.00    0.00       4/620905      CAppMain::terminateTablespace() [332]
                0.00    0.00       4/620905      CAppMain::terminateTableMetadata() [334]
                0.00    0.00       4/620905      CCmdListener::sendDataMessageToAny(char*, int, unsigned char*, int) [145]
                0.00    0.00       5/620905      CAppMain::initTablespace(int) [325]
                0.00    0.00       5/620905      CAppMain::terminateImageTableList() [335]
                0.00    0.00       6/620905      CDskDiskMan::init(char*, char*, int, int, int, int) [252]
                0.00    0.00       6/620905      CTableMetadata::saveFile(char*) [309]
                0.00    0.00       6/620905      CAppExec::execTSn_TBLPATSAND(data_table_struct**, long*, double*, long, long, long) [17]
                0.00    0.00       7/620905      CCfgContext::resetDataLocation(char*) [243]
                0.00    0.00       7/620905      CAppMain::initSequences(int) [324]
                0.00    0.00       8/620905      CAppMain::initImageTableList() [330]
                0.00    0.00      10/620905      CDskPathMan::saveFile(char*) [260]
                0.00    0.00      11/620905      CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
                0.00    0.00      12/620905      CSequence::saveFile(char*) [341]
                0.00    0.00      13/620905      CCfgContext::initDefaults() [242]
                0.00    0.00      15/620905      CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
                0.00    0.00      17/620905      CAppMain::terminateDataTableList() [333]
                0.00    0.00      24/620905      CAppMain::initDataTableList() [328]
                0.00    0.00      33/620905      CAppExec::execIMG_TBLIMGRIO(long, image_table_struct*) [36]
                0.00    0.00     120/620905      CDskDiskManExec::getNextThreadPtr(long, long) [87]
                0.00    0.00     234/620905      CCfgConfigTag::loadConfigTagsValue(char*) [282]
                0.00    0.00     303/620905      CImageTable::saveFile(char*) [267]
                0.00    0.00   20400/620905      CDataTable::saveFile(char*) [134]
                0.00    0.00   22201/620905      dsk_diskman_write(void*) [2]
                0.00    0.00   22237/620905      dsk_diskman_read(void*) [3]
                0.00    0.00   22251/620905      CDskSuperBlockMan::saveFile(char*) [318]
                0.00    0.00   22253/620905      CDskBlockMan::saveFile(char*) [192]
                0.00    0.00   44422/620905      memSetNullUtil(unsigned char*, int) [4]
                0.00    0.00   67029/620905      memNCpyUtil(unsigned char*, unsigned char*, int) [1]
                0.00    0.00   88617/620905      CSequence::findItem(char*, sequence_struct**) [20]
                0.00    0.00  133344/620905      CDskDiskDev::readBlock(long, long, long, unsigned char*, dsk_block_struct**, long*, long*) [13]
                0.00    0.00  177275/620905      CDskDiskDev::writeBlock(long, long, long, unsigned char*, dsk_block_struct**, long*, long*) [15]
[57]     0.0    0.00    0.00  620905         warnMsg(int, char const*, char const*, char const*) [57]
-----------------------------------------------
                0.00    0.00       2/66487       CCmdExec::doCmdActionTSnMkDir(char*, double*, long, long, long) [38]
                0.00    0.00       2/66487       CCmdExec::doCmdActionTSnUpload(char*, double*, long, long, long) [18]
                0.00    0.00       2/66487       CCmdExec::doCmdActionTSnDownloadAndProcess(char*, double*, long, long, long) [7]
                0.00    0.00       3/66487       CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
                0.00    0.00       3/66487       CDskDiskDev::init(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [180]
                0.00    0.00       3/66487       CDskDiskGroup::addDiskDev(long, char*, char*, char*, char*, char*) [197]
                0.00    0.00       3/66487       CCmdResponse::CCmdResponse(long) [188]
                0.00    0.00       5/66487       CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
                0.00    0.00       6/66487       CDskDiskMan::doReadFileMT(unsigned char**, long*, long, char*, long, long*) [10]
                0.00    0.00      10/66487       CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
                0.00    0.00   22164/66487       CDskSuperBlockMan::findFirstFreeSuperBlock(long, long, long, long, long, long, dsk_superblock_struct**, long*) [11]
                0.00    0.00   44284/66487       CSequence::nextVal(char*) [19]
[58]     0.0    0.00    0.00   66487         getCurrentTimestamp() [58]
-----------------------------------------------
                0.00    0.00   26695/53390       CCfgConfigTag::setConfigTagValue(char*, char*) [77]
                0.00    0.00   26695/53390       CCfgConfigTag::findConfigTagByName(char*) [78]
[59]     0.0    0.00    0.00   53390         strNCmpCaseUtil(char*, char*, int, int) [59]
-----------------------------------------------
                0.00    0.00       1/44997       CCfgContext::CCfgContext() [248]
                0.00    0.00       1/44997       CCfgContext::getBaseDirTableFile(char*, int) [244]
                0.00    0.00       1/44997       CCfgContext::getBaseSuperBlockTableFile(char*, int, long) [246]
                0.00    0.00       1/44997       CCfgContext::getBaseDirTableFilePath(char*, int) [245]
                0.00    0.00       1/44997       CCfgContext::getBaseSuperBlockTableFilePath(char*, int, long) [247]
                0.00    0.00       1/44997       CCfgDiskGroup::loadConfig(int, CCfgConfigTag*) [287]
                0.00    0.00       1/44997       CAppMain::initSequences(int) [324]
                0.00    0.00       1/44997       CAppMain::initTablespace(int) [325]
                0.00    0.00       1/44997       CAppMain::initTableMetadata() [329]
                0.00    0.00       1/44997       CAppMain::initImageTableList() [330]
                0.00    0.00       1/44997       CAppMain::terminateSequences() [331]
                0.00    0.00       1/44997       CAppMain::terminateTablespace() [332]
                0.00    0.00       1/44997       CAppMain::terminateTableMetadata() [334]
                0.00    0.00       1/44997       CAppMain::terminateImageTableList() [335]
                0.00    0.00       1/44997       CCmdDispatch::CCmdDispatch(char*) [273]
                0.00    0.00       1/44997       CCmdListener::setIpAddr(char*) [280]
                0.00    0.00       1/44997       parserParams(int, char**, cmdline_struct*) [228]
                0.00    0.00       2/44997       CDskPathMan::init(int, char*, char*) [258]
                0.00    0.00       2/44997       CDskSuperBlockMan::init(int, char*, char*) [316]
                0.00    0.00       2/44997       CDskDiskMan::init(char*, char*, int, int, int, int) [252]
                0.00    0.00       3/44997       CCfgHostServer::initDefaults() [297]
                0.00    0.00       3/44997       CCfgHostServer::loadConfig(CCfgConfigTag*) [296]
                0.00    0.00       3/44997       CCfgContext::getBaseBlockTableFile(char*, int, long, long) [162]
                0.00    0.00       3/44997       CCfgContext::getBaseDataFile(char*, int, long, long) [160]
                0.00    0.00       3/44997       CCfgContext::getBaseBlockTableFilePath(char*, int, long, long) [163]
                0.00    0.00       3/44997       CCfgContext::getBaseDataFilePath(char*, int, long, long) [161]
                0.00    0.00       3/44997       CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
                0.00    0.00       3/44997       CDskDiskGroup::init(long, long, long, long, char*, char*, char*) [293]
                0.00    0.00       3/44997       CCmdParser::CCmdParser() [158]
                0.00    0.00       3/44997       CCmdParser::getActionFromString(char*) [155]
                0.00    0.00       3/44997       CCmdResponse::CCmdResponse(long) [188]
                0.00    0.00       3/44997       CCmdRequest::initOldCmdRequest(long, char*) [175]
                0.00    0.00       3/44997       CCmdRequest::reset() [177]
                0.00    0.00       3/44997       cmd_listener_exec(void*) [5]
                0.00    0.00       4/44997       CCfgConfig::loadConfig(char*) [234]
                0.00    0.00       4/44997       CImageTable::CImageTable(char*, char*, char*, char*, int) [268]
                0.00    0.00       4/44997       CCmdExec::doCmdActionTSnMkDir(char*, double*, long, long, long) [38]
                0.00    0.00       4/44997       CCmdExec::doCmdActionTSnUpload(char*, double*, long, long, long) [18]
                0.00    0.00       4/44997       CCmdExec::doCmdActionTSnDownloadAndProcess(char*, double*, long, long, long) [7]
                0.00    0.00       4/44997       cmd_listener_run(void*) [33]
                0.00    0.00       5/44997       CDskShMem::newShMemObjectForWrite(char*, unsigned char*, long) [39]
                0.00    0.00       5/44997       CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
                0.00    0.00       5/44997       CAppMain::initDataTableList() [328]
                0.00    0.00       5/44997       CAppMain::terminateDataTableList() [333]
                0.00    0.00       6/44997       CCfgModule::loadConfig(int, CCfgConfigTag*) [150]
                0.00    0.00       6/44997       CDskBlockMan::init(int, char*, char*) [190]
                0.00    0.00       6/44997       CCmdResponse::doResponseSuccess(char*) [186]
                0.00    0.00       7/44997       CCfgContext::resetDataLocation(char*) [243]
                0.00    0.00      12/44997       CCmdParser::parser(char*) [156]
                0.00    0.00      13/44997       CCfgContext::initDefaults() [242]
                0.00    0.00      14/44997       CCfgParam::loadConfig(int, int, CCfgConfigTag*) [121]
                0.00    0.00      15/44997       CDskDiskDev::init(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [180]
                0.00    0.00      15/44997       CAppExec::doProcessImage_Convert(long, image_table_struct*, char*, char*) [143]
                0.00    0.00      15/44997       CAppExec::doProcessImage_Reproj(long, image_table_struct*, char*, char*) [142]
                0.00    0.00      18/44997       CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
                0.00    0.00      20/44997       CCfgRemoteUnit::loadConfig(int, CCfgConfigTag*) [140]
                0.00    0.00      20/44997       CDataTable::CDataTable(char*, char*, char*, char*, int) [135]
                0.00    0.00      20/44997       CAppExec::doProcessImage_Simpl(long, image_table_struct*, char*, char*) [141]
                0.00    0.00      30/44997       CDskPathMan::setItemData(dsk_path_struct**, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, char*, char*, char*) [114]
                0.00    0.00      30/44997       CExtModule::CExtModule(long, char*, char*) [100]
                0.00    0.00     112/44997       CCfgConfigTag::setConfigTagValue(char*, char*) [77]
                0.00    0.00     234/44997       CCfgConfigTag::loadConfigTagsValue(char*) [282]
                0.00    0.00   22144/44997       CDskSuperBlockMan::findFirstFreeSuperBlock(long, long, long, long, long, long, dsk_superblock_struct**, long*) [11]
                0.00    0.00   22151/44997       CDskBlockMan::findFirstFreeBlock(long, long, dsk_block_struct**, long*, long*) [14]
[60]     0.0    0.00    0.00   44997         strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       1/44445       CCfgConfigTag::loadConfigTagsValue(char*) [282]
                0.00    0.00       1/44445       CDskPathMan::loadFile(char*) [259]
                0.00    0.00       1/44445       CDskPathMan::saveFile(char*) [260]
                0.00    0.00       1/44445       CDskSuperBlockMan::loadFile(char*) [317]
                0.00    0.00       1/44445       CDskSuperBlockMan::saveFile(char*) [318]
                0.00    0.00       1/44445       CSequence::saveFile(char*) [341]
                0.00    0.00       1/44445       CSequence::loadFile(char*) [340]
                0.00    0.00       1/44445       CTableSpace::saveFile(char*) [271]
                0.00    0.00       1/44445       CTableSpace::loadFile(char*) [270]
                0.00    0.00       1/44445       CTableMetadata::saveFile(char*) [309]
                0.00    0.00       1/44445       CTableMetadata::loadFile(char*) [308]
                0.00    0.00       1/44445       CImageTable::saveFile(char*) [267]
                0.00    0.00       1/44445       CImageTable::loadFile(char*) [266]
                0.00    0.00       3/44445       CDskBlockMan::loadFile(char*) [191]
                0.00    0.00       3/44445       CDskBlockMan::saveFile(char*) [192]
                0.00    0.00       5/44445       readFileUtil(char const*, unsigned char**, long*) [128]
                0.00    0.00       5/44445       CDataTable::saveFile(char*) [134]
                0.00    0.00       5/44445       CDataTable::loadFile(char*) [133]
                0.00    0.00   22175/44445       CDskDiskDev::writeBlock(long, long, long, unsigned char*, dsk_block_struct**, long*, long*) [15]
                0.00    0.00   22236/44445       CDskDiskDev::readBlock(long, long, long, unsigned char*, dsk_block_struct**, long*, long*) [13]
[61]     0.0    0.00    0.00   44445         openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       2/44424       CAppMain::getDataTablePtr(char*) [218]
                0.00    0.00       4/44424       cmd_listener_run(void*) [33]
                0.00    0.00       5/44424       parserParams(int, char**, cmdline_struct*) [228]
                0.00    0.00      11/44424       CAppMain::getImageTablePtr(char*) [113]
                0.00    0.00      43/44424       CDskPathMan::findItem(long, char*, dsk_path_struct**) [91]
                0.00    0.00      87/44424       CCmdParser::getActionFromString(char*) [155]
                0.00    0.00   44272/44424       CSequence::findItem(char*, sequence_struct**) [20]
[62]     0.0    0.00    0.00   44424         strNCmpUtil(char*, char*, int) [62]
-----------------------------------------------
                0.00    0.00      10/44341       CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
                0.00    0.00   22151/44341       CDskSuperBlockMan::findFirstFreeSuperBlock(long, long, long, long, long, long, dsk_superblock_struct**, long*) [11]
                0.00    0.00   22180/44341       CDskBlockMan::findFirstFreeBlock(long, long, dsk_block_struct**, long*, long*) [14]
[63]     0.0    0.00    0.00   44341         CAppMain::getSequencePtr() [63]
-----------------------------------------------
                0.00    0.00       3/22166       CDskRoundRobin::addRoundRobinTableItem(CCfgRemoteUnit*, CDskDiskGroup*, CDskDiskDev*) [200]
                0.00    0.00      15/22166       CDskDiskMan::doReadFileMT(unsigned char**, long*, long, char*, long, long*) [10]
                0.00    0.00   22148/22166       dsk_diskman_write(void*) [2]
[64]     0.0    0.00    0.00   22166         CDskDiskDev::getOid() [64]
-----------------------------------------------
                0.00    0.00       3/22159       CDskRoundRobin::addRoundRobinTableItem(CCfgRemoteUnit*, CDskDiskGroup*, CDskDiskDev*) [200]
                0.00    0.00       3/22159       CDskDiskGroup::addDiskDev(long, char*, char*, char*, char*, char*) [197]
                0.00    0.00       5/22159       CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
                0.00    0.00       5/22159       CDskDiskMan::getDiskGroupPtr(long) [137]
                0.00    0.00   22143/22159       dsk_diskman_write(void*) [2]
[65]     0.0    0.00    0.00   22159         CDskDiskGroup::getOid() [65]
