Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[113]    0.0    0.00    0.00      11         CAppMain::getImageTablePtr(char*) [113]
                0.00    0.00      11/22          CImageTable::getImageTableName() [88]
                0.00    0.00      11/44424       strNCmpUtil(char*, char*, int) [62]
-----------------------------------------------
                0.00    0.00      10/10          CDskPathMan::addItem(char*, char*, long, long, long, long, long, long, long, long*) [40]
[114]    0.0    0.00    0.00      10         CDskPathMan::setItemData(dsk_path_struct**, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, long, char*, char*, char*) [114]
                0.00    0.00      30/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       5/10          CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
                0.00    0.00       5/10          CDskDiskMan::doReadFileMT(unsigned char**, long*, long, char*, long, long*) [10]
[115]    0.0    0.00    0.00      10         CDskDiskManExec::waitThreadGroup(long, long) [115]
                0.00    0.00     720/780         CDskDiskManExec::getThreadAtPtr(long) [71]
-----------------------------------------------
                0.00    0.00       5/10          CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
                0.00    0.00       5/10          CDskDiskMan::doReadFileMT(unsigned char**, long*, long, char*, long, long*) [10]
[116]    0.0    0.00    0.00      10         CDskDiskManExec::resetAllThreadsByGroup(long) [116]
                0.00    0.00      30/174         CDskDiskManExec::resetThread(dsk_diskman_thread_struct*) [74]
-----------------------------------------------
                0.00    0.00       1/9           main [55]
                0.00    0.00       8/9           CDskDiskMan::showListDir(long, long, long) [30]
[117]    0.0    0.00    0.00       9         showMessage(char const*, long) [117]
-----------------------------------------------
                0.00    0.00       8/8           CDskPathMan::findAllChildByPathParent(dsk_path_struct**, long*, long, long) [32]
[118]    0.0    0.00    0.00       8         CDskPathMan::getNumEntriesByPathParent(long*, long, long) [118]
                0.00    0.00      20/40          CDskPathMan::debugEntry(int, char const*, char const*, dsk_path_struct*) [84]
-----------------------------------------------
                0.00    0.00       7/7           CDskShMem::deleteShMemObject() [122]
[119]    0.0    0.00    0.00       7         strIsEmptyUtil(char*) [119]
-----------------------------------------------
                0.00    0.00       1/7           CCfgConfig::loadConfig(char*) [234]
                0.00    0.00       6/7           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[120]    0.0    0.00    0.00       7         CCfgRemoteUnit::getName() [120]
-----------------------------------------------
                0.00    0.00       7/7           CCfgModule::loadConfig(int, CCfgConfigTag*) [150]
[121]    0.0    0.00    0.00       7         CCfgParam::loadConfig(int, int, CCfgConfigTag*) [121]
                0.00    0.00      21/117         CCfgConfigTag::findConfigTagByName(char*) [78]
                0.00    0.00      14/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       2/7           CDskShMem::terminate() [221]
                0.00    0.00       5/7           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[122]    0.0    0.00    0.00       7         CDskShMem::deleteShMemObject() [122]
                0.00    0.00       7/7           strIsEmptyUtil(char*) [119]
                0.00    0.00       1/993         strSetEmptyUtil(char*) [68]
-----------------------------------------------
                0.00    0.00       6/6           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[123]    0.0    0.00    0.00       6         CCfgContext::getTempDir() [123]
-----------------------------------------------
                0.00    0.00       3/6           CCmdExec::doExec() [6]
                0.00    0.00       3/6           cmd_listener_exec(void*) [5]
[124]    0.0    0.00    0.00       6         CCmdRequest::getAction() [124]
-----------------------------------------------
                0.00    0.00       1/6           CCmdListener::stop() [210]
                0.00    0.00       5/6           cmd_listener_run(void*) [33]
[125]    0.0    0.00    0.00       6         CCmdListener::isRunning() [125]
-----------------------------------------------
                0.00    0.00       1/6           CDskDiskMan::initDiskGroup() [251]
                0.00    0.00       5/6           CDskDiskMan::doReadFileMT(unsigned char**, long*, long, char*, long, long*) [10]
[126]    0.0    0.00    0.00       6         CDskDiskGroup::getNumOfDisks() [126]
-----------------------------------------------
                0.00    0.00       5/5           CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
[127]    0.0    0.00    0.00       5         getFileExt(char*, int, char*, int) [127]
                0.00    0.00       5/5           strCharCountUtil(char*, int, char) [129]
                0.00    0.00       5/5           strPiece(char*, int, char*, int, char, int) [130]
-----------------------------------------------
                0.00    0.00       5/5           CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
[128]    0.0    0.00    0.00       5         readFileUtil(char const*, unsigned char**, long*) [128]
                0.00    0.00       5/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
                0.00    0.00       5/12          allocData(int) [107]
-----------------------------------------------
                0.00    0.00       5/5           getFileExt(char*, int, char*, int) [127]
[129]    0.0    0.00    0.00       5         strCharCountUtil(char*, int, char) [129]
-----------------------------------------------
                0.00    0.00       5/5           getFileExt(char*, int, char*, int) [127]
[130]    0.0    0.00    0.00       5         strPiece(char*, int, char*, int, char, int) [130]
-----------------------------------------------
                0.00    0.00       5/5           CAppMain::terminateDataTableList() [333]
[131]    0.0    0.00    0.00       5         CDataTable::getDataTableFullPath() [131]
-----------------------------------------------
                0.00    0.00       5/5           CAppMain::initDataTableList() [328]
[132]    0.0    0.00    0.00       5         CDataTable::debug(int, char const*, char const*) [132]
-----------------------------------------------
                0.00    0.00       5/5           CAppMain::initDataTableList() [328]
[133]    0.0    0.00    0.00       5         CDataTable::loadFile(char*) [133]
                0.00    0.00       5/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       5/5           CAppMain::terminateDataTableList() [333]
[134]    0.0    0.00    0.00       5         CDataTable::saveFile(char*) [134]
                0.00    0.00   20400/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       5/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       5/5           CAppMain::initDataTableList() [328]
[135]    0.0    0.00    0.00       5         CDataTable::CDataTable(char*, char*, char*, char*, int) [135]
                0.00    0.00      20/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       5/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       5/5           CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
[136]    0.0    0.00    0.00       5         CCfgContext::getImgSrcDir() [136]
-----------------------------------------------
                0.00    0.00       5/5           CDskDiskMan::doReadFileMT(unsigned char**, long*, long, char*, long, long*) [10]
[137]    0.0    0.00    0.00       5         CDskDiskMan::getDiskGroupPtr(long) [137]
                0.00    0.00       5/22159       CDskDiskGroup::getOid() [65]
-----------------------------------------------
                0.00    0.00       5/5           CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
[138]    0.0    0.00    0.00       5         CDskDiskMan::getDiskGroupAtPtr(long) [138]
-----------------------------------------------
                0.00    0.00       5/5           CDskDiskMan::doWriteFileMT(unsigned char*, long, long, char*, long, long*) [41]
[139]    0.0    0.00    0.00       5         CDskDiskGroup::getCurrNumDiskDev() [139]
-----------------------------------------------
                0.00    0.00       5/5           CCfgConfig::loadConfig(char*) [234]
[140]    0.0    0.00    0.00       5         CCfgRemoteUnit::loadConfig(int, CCfgConfigTag*) [140]
                0.00    0.00      60/117         CCfgConfigTag::findConfigTagByName(char*) [78]
                0.00    0.00      20/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       5/5           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[141]    0.0    0.00    0.00       5         CAppExec::doProcessImage_Simpl(long, image_table_struct*, char*, char*) [141]
                0.00    0.00      20/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00      15/115         allocDataArray(int, int) [80]
                0.00    0.00      15/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00      15/89          freeDataArray(void*) [81]
                0.00    0.00       5/22          CAppMain::getContextPtr() [90]
                0.00    0.00       5/15          CExtModule::CExtModule(long, char*, char*) [100]
                0.00    0.00       5/15          CExtModule::loadModule() [96]
                0.00    0.00       5/15          CCfgContext::getImgDstDir() [101]
                0.00    0.00       5/15          CExtModule::initModule(int, char**, char**) [95]
                0.00    0.00       5/15          CExtModule::start() [98]
                0.00    0.00       5/15          CExtModule::execute() [99]
                0.00    0.00       5/15          CExtModule::terminateModule() [97]
-----------------------------------------------
                0.00    0.00       5/5           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[142]    0.0    0.00    0.00       5         CAppExec::doProcessImage_Reproj(long, image_table_struct*, char*, char*) [142]
                0.00    0.00      15/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00      15/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00      10/115         allocDataArray(int, int) [80]
                0.00    0.00      10/89          freeDataArray(void*) [81]
                0.00    0.00       5/22          CAppMain::getContextPtr() [90]
                0.00    0.00       5/15          CExtModule::CExtModule(long, char*, char*) [100]
                0.00    0.00       5/15          CExtModule::loadModule() [96]
                0.00    0.00       5/15          CCfgContext::getImgDstDir() [101]
                0.00    0.00       5/15          CExtModule::initModule(int, char**, char**) [95]
                0.00    0.00       5/15          CExtModule::start() [98]
                0.00    0.00       5/15          CExtModule::execute() [99]
                0.00    0.00       5/15          CExtModule::terminateModule() [97]
-----------------------------------------------
                0.00    0.00       5/5           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
[143]    0.0    0.00    0.00       5         CAppExec::doProcessImage_Convert(long, image_table_struct*, char*, char*) [143]
                0.00    0.00      15/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00      15/116         strNCatUtil(char*, char*, int) [79]
                0.00    0.00      10/115         allocDataArray(int, int) [80]
                0.00    0.00      10/89          freeDataArray(void*) [81]
                0.00    0.00       5/22          CAppMain::getContextPtr() [90]
                0.00    0.00       5/15          CExtModule::CExtModule(long, char*, char*) [100]
                0.00    0.00       5/15          CExtModule::loadModule() [96]
                0.00    0.00       5/15          CCfgContext::getImgDstDir() [101]
                0.00    0.00       5/15          CExtModule::initModule(int, char**, char**) [95]
                0.00    0.00       5/15          CExtModule::start() [98]
                0.00    0.00       5/15          CExtModule::execute() [99]
                0.00    0.00       5/15          CExtModule::terminateModule() [97]
-----------------------------------------------
                0.00    0.00       2/4           CAppExec::execTSn_TBLPATSAND(data_table_struct**, long*, double*, long, long, long) [17]
                0.00    0.00       2/4           CAppMain::getDataTablePtr(char*) [218]
[144]    0.0    0.00    0.00       4         CDataTable::getDataTableName() [144]
-----------------------------------------------
                0.00    0.00       1/4           CCmdListener::sendDataMessageToCurrRemoteUnit(unsigned char*, int) [276]
                0.00    0.00       3/4           CCmdListener::sendDataMessageToHost(unsigned char*, int) [183]
[145]    0.0    0.00    0.00       4         CCmdListener::sendDataMessageToAny(char*, int, unsigned char*, int) [145]
                0.00    0.00       4/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       4/4           CCmdListener::sendDataMessageToINET(sockaddr_in*, long, unsigned char*, int) [146]
-----------------------------------------------
                0.00    0.00       4/4           CCmdListener::sendDataMessageToAny(char*, int, unsigned char*, int) [145]
[146]    0.0    0.00    0.00       4         CCmdListener::sendDataMessageToINET(sockaddr_in*, long, unsigned char*, int) [146]
-----------------------------------------------
                0.00    0.00       4/4           cmd_listener_run(void*) [33]
[147]    0.0    0.00    0.00       4         CCmdListener::getAvailableConnection() [147]
-----------------------------------------------
                0.00    0.00       1/4           CDskDiskMan::initDiskGroup() [251]
                0.00    0.00       3/4           CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
[148]    0.0    0.00    0.00       4         CCfgDiskGroup::getOid() [148]
-----------------------------------------------
                0.00    0.00       3/3           CCmdListener::sendDataMessageToHost(unsigned char*, int) [183]
[149]    0.0    0.00    0.00       3         CCfgConfig::getHostServerPtr() [149]
-----------------------------------------------
                0.00    0.00       3/3           CCfgConfig::loadConfig(char*) [234]
[150]    0.0    0.00    0.00       3         CCfgModule::loadConfig(int, CCfgConfigTag*) [150]
                0.00    0.00      12/117         CCfgConfigTag::findConfigTagByName(char*) [78]
                0.00    0.00       7/7           CCfgParam::loadConfig(int, int, CCfgConfigTag*) [121]
                0.00    0.00       6/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       3/115         allocDataArray(int, int) [80]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[151]    0.0    0.00    0.00       3         CCmdParser::getCurrPart() [151]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[152]    0.0    0.00    0.00       3         CCmdParser::getNumParts() [152]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[153]    0.0    0.00    0.00       3         CCmdParser::getActionName() [153]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[154]    0.0    0.00    0.00       3         CCmdParser::getRemoteUnitOid() [154]
-----------------------------------------------
                0.00    0.00       3/3           CCmdParser::parser(char*) [156]
[155]    0.0    0.00    0.00       3         CCmdParser::getActionFromString(char*) [155]
                0.00    0.00      87/44424       strNCmpUtil(char*, char*, int) [62]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[156]    0.0    0.00    0.00       3         CCmdParser::parser(char*) [156]
                0.00    0.00      12/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       3/3           CCmdParser::getActionFromString(char*) [155]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[157]    0.0    0.00    0.00       3         CCmdParser::getAction() [157]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[158]    0.0    0.00    0.00       3         CCmdParser::CCmdParser() [158]
                0.00    0.00       3/993         strSetEmptyUtil(char*) [68]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[159]    0.0    0.00    0.00       3         CCmdParser::~CCmdParser() [159]
-----------------------------------------------
                0.00    0.00       3/3           CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
[160]    0.0    0.00    0.00       3         CCfgContext::getBaseDataFile(char*, int, long, long) [160]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
[161]    0.0    0.00    0.00       3         CCfgContext::getBaseDataFilePath(char*, int, long, long) [161]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
[162]    0.0    0.00    0.00       3         CCfgContext::getBaseBlockTableFile(char*, int, long, long) [162]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
[163]    0.0    0.00    0.00       3         CCfgContext::getBaseBlockTableFilePath(char*, int, long, long) [163]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           CCfgDiskGroup::loadConfig(int, CCfgConfigTag*) [287]
[164]    0.0    0.00    0.00       3         CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
                0.00    0.00       9/117         CCfgConfigTag::findConfigTagByName(char*) [78]
                0.00    0.00       3/22          CAppMain::getContextPtr() [90]
                0.00    0.00       3/66487       getCurrentTimestamp() [58]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       3/4           CCfgDiskGroup::getOid() [148]
                0.00    0.00       3/3           CCfgContext::getBaseBlockTableFile(char*, int, long, long) [162]
                0.00    0.00       3/3           CCfgContext::getBaseBlockTableFilePath(char*, int, long, long) [163]
                0.00    0.00       3/3           CCfgContext::getBaseDataFile(char*, int, long, long) [160]
                0.00    0.00       3/3           CCfgContext::getBaseDataFilePath(char*, int, long, long) [161]
                0.00    0.00       3/3           CCfgDiskDev::debug(int, char const*, char const*) [169]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[165]    0.0    0.00    0.00       3         CCfgDiskDev::getDataFile() [165]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[166]    0.0    0.00    0.00       3         CCfgDiskDev::getDataFilePath() [166]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[167]    0.0    0.00    0.00       3         CCfgDiskDev::getBlockTableFile() [167]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[168]    0.0    0.00    0.00       3         CCfgDiskDev::getBlockTableFilePath() [168]
-----------------------------------------------
                0.00    0.00       3/3           CCfgDiskDev::loadConfig(void*, void*, int, int, CCfgConfigTag*) [164]
[169]    0.0    0.00    0.00       3         CCfgDiskDev::debug(int, char const*, char const*) [169]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[170]    0.0    0.00    0.00       3         CCfgDiskDev::getOid() [170]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[171]    0.0    0.00    0.00       3         CCfgDiskDev::getName() [171]
-----------------------------------------------
                0.00    0.00       3/3           CCmdExec::doExec() [6]
[172]    0.0    0.00    0.00       3         CCmdRequest::getCurrPart() [172]
-----------------------------------------------
                0.00    0.00       3/3           CCmdExec::doExec() [6]
[173]    0.0    0.00    0.00       3         CCmdRequest::getNumParts() [173]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[174]    0.0    0.00    0.00       3         CCmdRequest::getRemoteUnitOid() [174]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::CCmdRequest(long, char*) [178]
[175]    0.0    0.00    0.00       3         CCmdRequest::initOldCmdRequest(long, char*) [175]
                0.00    0.00       3/3           CCmdRequest::reset() [177]
                0.00    0.00       3/3           CCmdParser::CCmdParser() [158]
                0.00    0.00       3/3           CCmdParser::parser(char*) [156]
                0.00    0.00       3/3           CCmdParser::getActionName() [153]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       3/3           CCmdParser::getRemoteUnitOid() [154]
                0.00    0.00       3/3           CCmdParser::getAction() [157]
                0.00    0.00       3/3           CCmdParser::getCurrPart() [151]
                0.00    0.00       3/3           CCmdParser::getNumParts() [152]
                0.00    0.00       3/3           CCmdParser::~CCmdParser() [159]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[176]    0.0    0.00    0.00       3         CCmdRequest::debug() [176]
-----------------------------------------------
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
[177]    0.0    0.00    0.00       3         CCmdRequest::reset() [177]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[178]    0.0    0.00    0.00       3         CCmdRequest::CCmdRequest(long, char*) [178]
                0.00    0.00       3/3           CCmdRequest::initOldCmdRequest(long, char*) [175]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[179]    0.0    0.00    0.00       3         CCmdRequest::~CCmdRequest() [179]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskDev::CDskDiskDev(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [182]
[180]    0.0    0.00    0.00       3         CDskDiskDev::init(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [180]
                0.00    0.00      15/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       3/66487       getCurrentTimestamp() [58]
                0.00    0.00       3/3           CDskBlockMan::CDskBlockMan(int, char*, char*) [194]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskGroup::terminate() [294]
[181]    0.0    0.00    0.00       3         CDskDiskDev::terminate() [181]
                0.00    0.00       3/3           CDskBlockMan::~CDskBlockMan() [195]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskGroup::addDiskDev(long, char*, char*, char*, char*, char*) [197]
[182]    0.0    0.00    0.00       3         CDskDiskDev::CDskDiskDev(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [182]
                0.00    0.00       3/3           CDskDiskDev::init(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [180]
-----------------------------------------------
                0.00    0.00       3/3           CCmdListener::sendStringMessageToHost(char*) [184]
[183]    0.0    0.00    0.00       3         CCmdListener::sendDataMessageToHost(unsigned char*, int) [183]
                0.00    0.00       3/22          CAppMain::getConfigPtr() [89]
                0.00    0.00       3/3           CCfgConfig::getHostServerPtr() [149]
                0.00    0.00       3/3           CCfgHostServer::getInPort() [198]
                0.00    0.00       3/3           CCfgHostServer::getIpAddr() [199]
                0.00    0.00       3/4           CCmdListener::sendDataMessageToAny(char*, int, unsigned char*, int) [145]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[184]    0.0    0.00    0.00       3         CCmdListener::sendStringMessageToHost(char*) [184]
                0.00    0.00       3/3           CCmdListener::sendDataMessageToHost(unsigned char*, int) [183]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[185]    0.0    0.00    0.00       3         CCmdResponse::toResultXml(char*) [185]
-----------------------------------------------
                0.00    0.00       1/3           CCmdExec::doCmdActionTSnMkDir(char*, double*, long, long, long) [38]
                0.00    0.00       1/3           CCmdExec::doCmdActionTSnUpload(char*, double*, long, long, long) [18]
                0.00    0.00       1/3           CCmdExec::doCmdActionTSnDownloadAndProcess(char*, double*, long, long, long) [7]
[186]    0.0    0.00    0.00       3         CCmdResponse::doResponseSuccess(char*) [186]
                0.00    0.00       6/44997       strNCpyUtil(char*, char*, int) [60]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[187]    0.0    0.00    0.00       3         CCmdResponse::debug() [187]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[188]    0.0    0.00    0.00       3         CCmdResponse::CCmdResponse(long) [188]
                0.00    0.00       3/22          CAppMain::getConfigPtr() [89]
                0.00    0.00       3/18          CCfgConfig::getCurrRemoteUnitPtr() [92]
                0.00    0.00       3/12          CCfgRemoteUnit::getOid() [110]
                0.00    0.00       3/66487       getCurrentTimestamp() [58]
                0.00    0.00       3/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       3/993         strSetEmptyUtil(char*) [68]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[189]    0.0    0.00    0.00       3         CCmdResponse::~CCmdResponse() [189]
-----------------------------------------------
                0.00    0.00       3/3           CDskBlockMan::CDskBlockMan(int, char*, char*) [194]
[190]    0.0    0.00    0.00       3         CDskBlockMan::init(int, char*, char*) [190]
                0.00    0.00       6/44997       strNCpyUtil(char*, char*, int) [60]
                0.00    0.00       3/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       3/115         allocDataArray(int, int) [80]
                0.00    0.00       3/3           CDskBlockMan::loadFile(char*) [191]
-----------------------------------------------
                0.00    0.00       3/3           CDskBlockMan::init(int, char*, char*) [190]
[191]    0.0    0.00    0.00       3         CDskBlockMan::loadFile(char*) [191]
                0.00    0.00       3/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
                0.00    0.00       3/620905      warnMsg(int, char const*, char const*, char const*) [57]
-----------------------------------------------
                0.00    0.00       3/3           CDskBlockMan::terminate() [193]
[192]    0.0    0.00    0.00       3         CDskBlockMan::saveFile(char*) [192]
                0.00    0.00   22253/620905      warnMsg(int, char const*, char const*, char const*) [57]
                0.00    0.00       3/44445       openFileUtil(_IO_FILE**, char const*, char const*, long) [61]
-----------------------------------------------
                0.00    0.00       3/3           CDskBlockMan::~CDskBlockMan() [195]
[193]    0.0    0.00    0.00       3         CDskBlockMan::terminate() [193]
                0.00    0.00       3/3           CDskBlockMan::saveFile(char*) [192]
                0.00    0.00       3/89          freeDataArray(void*) [81]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskDev::init(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [180]
[194]    0.0    0.00    0.00       3         CDskBlockMan::CDskBlockMan(int, char*, char*) [194]
                0.00    0.00       3/3           CDskBlockMan::init(int, char*, char*) [190]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskDev::terminate() [181]
[195]    0.0    0.00    0.00       3         CDskBlockMan::~CDskBlockMan() [195]
                0.00    0.00       3/3           CDskBlockMan::terminate() [193]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[196]    0.0    0.00    0.00       3         CCfgDiskGroup::getDiskDevAtPtr(int) [196]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[197]    0.0    0.00    0.00       3         CDskDiskGroup::addDiskDev(long, char*, char*, char*, char*, char*) [197]
                0.00    0.00       3/66487       getCurrentTimestamp() [58]
                0.00    0.00       3/12          CCfgRemoteUnit::getOid() [110]
                0.00    0.00       3/22159       CDskDiskGroup::getOid() [65]
                0.00    0.00       3/3           CDskDiskDev::CDskDiskDev(void*, void*, long, long, long, long, long, char*, char*, char*, char*, char*) [182]
-----------------------------------------------
                0.00    0.00       3/3           CCmdListener::sendDataMessageToHost(unsigned char*, int) [183]
[198]    0.0    0.00    0.00       3         CCfgHostServer::getInPort() [198]
-----------------------------------------------
                0.00    0.00       3/3           CCmdListener::sendDataMessageToHost(unsigned char*, int) [183]
[199]    0.0    0.00    0.00       3         CCfgHostServer::getIpAddr() [199]
-----------------------------------------------
                0.00    0.00       3/3           CDskDiskMan::initDiskGroup() [251]
[200]    0.0    0.00    0.00       3         CDskRoundRobin::addRoundRobinTableItem(CCfgRemoteUnit*, CDskDiskGroup*, CDskDiskDev*) [200]
                0.00    0.00       3/12          CCfgRemoteUnit::getOid() [110]
                0.00    0.00       3/22159       CDskDiskGroup::getOid() [65]
                0.00    0.00       3/22166       CDskDiskDev::getOid() [64]
-----------------------------------------------
                0.00    0.00       1/3           CAppExec::doProcessImage_Upload(data_table_struct*, long) [34]
                0.00    0.00       1/3           CAppExec::doProcessImage_DownloadAndProcess(data_table_struct*, long) [8]
                0.00    0.00       1/3           CCmdExec::doCmdActionTSnMkDir(char*, double*, long, long, long) [38]
[201]    0.0    0.00    0.00       3         CAppMain::getDiskManPtr() [201]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[202]    0.0    0.00    0.00       3         CCmdExec::CCmdExec(CCmdRequest*, CCmdResponse*) [202]
-----------------------------------------------
                0.00    0.00       3/3           cmd_listener_exec(void*) [5]
[203]    0.0    0.00    0.00       3         CCmdExec::~CCmdExec() [203]
-----------------------------------------------
                0.00    0.00       1/2           CCfgConfig::loadConfig(char*) [234]
                0.00    0.00       1/2           CCfgDiskGroup::loadConfig(int, CCfgConfigTag*) [287]
[204]    0.0    0.00    0.00       2         CCfgConfig::getRemoteUnitPtr(int) [204]
                0.00    0.00       2/12          CCfgRemoteUnit::getOid() [110]
-----------------------------------------------
                0.00    0.00       2/2           CDataTable::findAllByClassifScoreList(data_table_struct**, long*, double*, long, long, long) [16]
[205]    0.0    0.00    0.00       2         CDataTable::calculateDataPart(long, long, long*) [205]
